malware_name,malware_package,malware_category,user_action
Android.Riskware.TestKey.rA,org.ppsspp.ppsspp,Riskware,scanDetected
Android.Riskware.TestKey.rA,net.kairosoft.android.starkairo_en,Riskware,scanDetected
Android.Riskware.TestKey.rA,net.kairosoft.android.school3,Riskware,scanDetected
Android.Riskware.TestKey.rA,net.kairosoft.android.noodle_en,Riskware,scanDetected
Android.Riskware.TestKey.rA,net.kairosoft.android.tennis_en,Riskware,scanDetected
Android.Riskware.TestKey.rA,net.kairosoft.android.themepark,Riskware,scanDetected
Android.Riskware.TestKey.rA,net.kairosoft.android.depart_en,Riskware,scanDetected
Android.Riskware.TestKey.rA,net.kairosoft.android.school2_en,Riskware,scanDetected
Android.Riskware.TestKey.rA,net.kairosoft.android.fightdx,Riskware,scanDetected
Android.Riskware.TestKey.rA,net.kairosoft.android.magazine_en,Riskware,scanDetected
Android.Riskware.TestKey.rA,net.kairosoft.android.zaibatu3,Riskware,scanDetected
Android.Riskware.TestKey.rA,com.dianxinos.dxbs,Riskware,scanDetected
Android.Riskware.TestKey.rA,net.kairosoft.android.basket,Riskware,scanDetected
Android.Riskware.TestKey.rA,net.kairosoft.android.frontier_en,Riskware,scanDetected
Android.Riskware.TestKey.rA,com.square_enix.android_googleplay.dq6,Riskware,scanDetected
Android.Riskware.TestKey.rA,net.kairosoft.android.townshop_en,Riskware,scanDetected
Android.Riskware.TestKey.rA,net.kairosoft.android.skate,Riskware,scanDetected
Android.Riskware.TestKey.rA,com.mojang.minecraftpe,Riskware,scanDetected
Android.Riskware.TestKey.rA,net.kairosoft.android.gamecenter_en,Riskware,scanDetected
Android.Riskware.TestKey.rA,net.kairosoft.android.cruise_en,Riskware,scanDetected
Android.Riskware.TestKey.rA,net.kairosoft.android.depart2,Riskware,scanDetected
Android.Riskware.TestKey.rA,com.square_enix.android_googleplay.dq5,Riskware,scanDetected
Android.Riskware.TestKey.rA,net.kairosoft.android.bouken2,Riskware,scanDetected
Android.Riskware.TestKey.rA,com.square_enix.android_googleplay.FFPR6,Riskware,scanDetected
Android.Riskware.Agent.wOMYL,org.chromium.webapk.ae4fa973f2cd7d4c7_v2,Riskware,delete
Android.Riskware.Agent.aCXFJ,myfiles.filemanager.fileexplorer.cleaner,Riskware,delete
Android.Riskware.Agent.wZUCI,org.chromium.webapk.afeee4d04e8f75205_v2,Riskware,delete
Android.Riskware.Agent.wZUCI,org.chromium.webapk.afeee4d04e8f75205_v2,Riskware,realTimeDetected
Android.Riskware.TestKey.rA,net.kairosoft.android.baseball_en,Riskware,delete
Android.Riskware.TestKey.rA,com.square_enix.android_googleplay.dq6,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.townshop_en,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.skate,Riskware,delete
Android.Riskware.TestKey.rA,com.mojang.minecraftpe,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.densha_en,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.towns,Riskware,delete
Android.Riskware.TestKey.rA,com.square_enix.android_googleplay.dq2_gp,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.bokujou_en,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.animestudio_ja,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.wakusei,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.resort,Riskware,delete
Android.Riskware.TestKey.rA,com.square_enix.android_googleplay.dq1_gp,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.soccer_en,Riskware,delete
Android.Riskware.TestKey.rA,jp.co.capcom.gyakusai123,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.pyramid_en,Riskware,delete
Android.Riskware.Agent.aMSW,com.square_enix.android_googleplay.chrono,Riskware,delete
Android.Riskware.TestKey.rA,org.codeaurora.snapcam,Riskware,delete
Android.Riskware.Agent.OVB,com.square_enix.android_googleplay.dq3_gp,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.television,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.airport,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.convenience,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.gamecenter_en,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.cruise_en,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.depart2,Riskware,delete
Android.Riskware.TestKey.rA,com.square_enix.android_googleplay.dq5,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.bouken2,Riskware,delete
Android.Riskware.TestKey.rA,com.square_enix.android_googleplay.FFPR6,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.onsen2,Riskware,delete
Android.Riskware.TestKey.rA,org.ppsspp.ppsspp,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.starkairo_en,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.school3,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.noodle_en,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.tennis_en,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.themepark,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.depart_en,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.school2_en,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.fightdx,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.magazine_en,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.zaibatu3,Riskware,delete
Android.Riskware.TestKey.rA,com.dianxinos.dxbs,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.basket,Riskware,delete
Android.Riskware.TestKey.rA,net.kairosoft.android.frontier_en,Riskware,delete
Trojan.Android.Agent,com.amazon.avod.thirdpartyclient,Trojan,delete
Adware.Android.Agent,com.sec.android.app.sbrowser.webapk.w702098b48109c336d70f4828c2b6c9ff1,Adware,realTimeDetected
Adware.Android.Agent,com.sec.android.app.sbrowser.webapk.wadc3285ba56544f6e5176234c2f4db051,Adware,delete
Adware.Android.Agent,com.sec.android.app.sbrowser.webapk.wa25a68e6545ddddeb7393035b766003c1,Adware,delete
Android.Riskware.Agent.aDMJX,baro.tv,Riskware,delete
Adware.Android.Agent,com.sec.android.app.sbrowser.webapk.wc2a8ac23820b779b52ebecb4c5ed281d1,Adware,delete
Adware.Android.Agent,com.sec.android.app.sbrowser.webapk.wc2a8ac23820b779b52ebecb4c5ed281d1,Adware,realTimeDetected
Android.Riskware.Agent.gXWGIM,com.markany.mobilesaferlite,Riskware,realTimeDetected
Adware.Android.Agent,com.sec.android.app.sbrowser.webapk.w349407f284f0eaab626ffc9757b962d21,Adware,realTimeDetected
Android.Riskware.Agent.aEKGM,com.EternalStudio.GearFight,Riskware,realTimeDetected
Android.Riskware.Agent.wDDEY,org.chromium.webapk.a1a4410972cfc39d8_v2,Riskware,realTimeDetected
Adware.Android.Agent,com.sec.android.app.sbrowser.webapk.w67d93742c9f7d335477dc0f3b8ef01d81,Adware,realTimeDetected
Android.Riskware.TestKey.rA,com.traverse.zhfx.en.gp,Riskware,realTimeDetected
Adware.Android.Agent,com.sec.android.app.sbrowser.webapk.w5c57029580e825071cdc96e06529f0511,Adware,realTimeDetected
Adware.Android.Agent,com.sec.android.app.sbrowser.webapk.w3a0ae09a238e82e3b2f857b8b1f4f9941,Adware,realTimeDetected
Android.Riskware.Agent.gXZCPF,com.x.secret.browser,Riskware,scanDetected
Android.Riskware.Agent.gXZCPF,com.x.secret.browser,Riskware,delete
Android.Riskware.RogueUrl.gPLPN,com.magic.drama.reels,Riskware,realTimeDetected
Android.Monitor.MSpy.S,com.mspy.lite,Monitor,realTimeDetected
Android.Riskware.TestKey.rB,be.agf.pqlrqwf,Riskware,delete
Android.Riskware.TestKey.rB,be.agf.pqlrqwf,Riskware,downApkDetected
Android.Riskware.TestKey.rB,be.agf.pqlrqwf,Riskware,downApkDetected
Android.Riskware.TestKey.rB,,Riskware,delete
Android.Riskware.Repacked.D,com.brain.puzzle.tricky.test.annoying.quest,Riskware,realTimeDetected
Android.Riskware.Repacked.D,com.brain.logic.joygame,Riskware,realTimeDetected
Android.Riskware.TestKey.rB,be.agf.pqlrqwf,Riskware,delete
Android.Riskware.TestKey.rB,be.agf.pqlrqwf,Riskware,downApkDetected
Android.Riskware.TestKey.rA,cimokio.theme.infinite.two.hd,Riskware,scanDetected
Adware.Android.Agent,com.sec.android.app.sbrowser.webapk.w7bfe850618e3fb4f16ff693292c8ead11,Adware,realTimeDetected
Adware.Android.Agent,com.sec.android.app.sbrowser.webapk.wdfb0fd444dc213bc222abd4a8d4b73bd1,Adware,realTimeDetected
Android.Riskware.Agent.aBANA,com.OZUMA.ayamasa315,Riskware,realTimeDetected
Android.Riskware.Agent.gXZCSG,com.xiaoji.egggame,Riskware,realTimeDetected
Android.Monitor.MSpy.S,com.eyezy.android,Monitor,realTimeDetected
Adware.Android.Agent,com.sec.android.app.sbrowser.webapk.w5cda62687c79ebaaa38077243d27ac461,Adware,exclude
Adware.Android.Agent,com.sec.android.app.sbrowser.webapk.w18d62f9512e902d04880b149e687ddbe1,Adware,exclude
Android.Adware.Agent.BCT,com.william.mp3.badamp3,Adware,delete
Android.Riskware.Agent.gXZCUR,com.onair.live.tv,Riskware,delete
Android.Riskware.TestKey.rA,com.moonlight.elemon,Riskware,realTimeDetected
Android.Riskware.TestKey.rA,net.kairosoft.android.soccer2_en,Riskware,realTimeDetected
Android.Riskware.TestKey.rA,net.kairosoft.android.baseball_en,Riskware,realTimeDetected
Android.Riskware.TestKey.rA,net.kairosoft.android.paddock2_en,Riskware,realTimeDetected
Android.Riskware.TestKey.rA,com.jlyt.SurvivorIsland,Riskware,realTimeDetected
Android.Riskware.TestKey.rA,com.studiolico.woodenstick,Riskware,realTimeDetected
Android.Riskware.TestKey.rA,com.rovio.abmatch3,Riskware,realTimeDetected
Android.Riskware.TestKey.rA,net.kairosoft.android.airplane_en,Riskware,realTimeDetected
Android.Riskware.TestKey.rA,com.vincentb.MobControl,Riskware,realTimeDetected
Android.Riskware.Agent.MQG,com.pushup.rollers,Riskware,delete
Android.Riskware.Agent.MQG,com.pushup.rollers,Riskware,realTimeDetected
Android.Riskware.Agent.MQG,com.pushup.rollers,Riskware,realTimeDetected
Android.Riskware.Agent.MQG,com.pushup.rollers,Riskware,delete
Android.Riskware.TestKey.rA,com.heliogames.pirates,Riskware,delete
Android.Riskware.TestKey.rA,com.raygames.westywild,Riskware,delete
Android.Riskware.TestKey.rA,com.heliogames.westland,Riskware,delete
Android.Riskware.TestKey.rA,com.heliogames.pirates,Riskware,realTimeDetected
Android.Riskware.TestKey.rA,com.raygames.westywild,Riskware,realTimeDetected
Android.Riskware.TestKey.rA,com.heliogames.westland,Riskware,realTimeDetected
Android.Riskware.TestKey.rA,jp.pokemon.pokemontcgp,Riskware,realTimeDetected
Android.Riskware.TestKey.rA,com.bethsoft.falloutshelter,Riskware,realTimeDetected
Android.Riskware.TestKey.rA,com.MediOgreGames.TheWanderer2,Riskware,realTimeDetected
Android.Riskware.Agent.aCRNH,kr.co.chamsule.smartonepass_project2,Riskware,delete
Android.Riskware.Agent.aBANA,com.DefaultCompany.liveraper,Riskware,realTimeDetected
Android.Adware.Mulad.IN,com.elstd8.m91qz3d7m.pre_pauft,Adware,delete
Android.Adware.Mulad.IN,com.elstd8.m91qz3d7m.pre_pauft,Adware,downApkDetected
Android.Trojan.Agent.BAT,dksfck.wefllewfd.ewfewf,Trojan,realTimeDetected
Android.Trojan.Agent.BAT,dksfck.wefllewfd.ewfewf,Trojan,realTimeDetected
Android.Monitor.MSpy.S,com.mspy.lite,Monitor,delete
Android.Riskware.TestKey.rA,com.perfect.slices,Riskware,scanDetected
Android.Riskware.TestKey.rA,air.com.darkdome.haunted.laia,Riskware,realTimeDetected
Android.Riskware.TestKey.rA,com.perfect.slices,Riskware,delete
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,delete
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,delete
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,delete
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,delete
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,delete
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,delete
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,com.aifortunedoctor.been,Riskware,realTimeDetected
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.Downloader.ASO,,Riskware,delete
Android.Riskware.FakeApp.VS,com.android.xpros,Riskware,scanDetected
Android.Riskware.SpyAgent.JL,afejej.ddjejk.ejbdbl,Riskware,scanDetected
Android.Riskware.SpyAgent.JL,afejej.ddjejk.ejbdbl,Riskware,scanDetected
Android.Riskware.FakeApp.VS,com.android.xpros,Riskware,scanDetected
Android.Riskware.FakeApp.VS,com.android.xpros,Riskware,scanDetected
Android.Riskware.SpyAgent.JL,afejej.ddjejk.ejbdbl,Riskware,scanDetected
Android.Riskware.FakeApp.VS,com.android.xpros,Riskware,scanDetected
Android.Riskware.FakeApp.VS,com.android.xpros,Riskware,scanDetected
Android.Riskware.FakeApp.VS,com.android.xpros,Riskware,delete
Android.Riskware.SpyAgent.JL,afejej.ddjejk.ejbdbl,Riskware,delete
Android.Riskware.FakeApp.VS,com.android.xpros,Riskware,delete
Android.Riskware.FakeApp.VS,com.android.xpros,Riskware,delete
Android.Riskware.FakeApp.VS,com.android.xpros,Riskware,delete
Android.Riskware.SpyAgent.JL,afejej.ddjejk.ejbdbl,Riskware,delete
Android.Riskware.SpyAgent.JL,afejej.ddjejk.ejbdbl,Riskware,delete
Android.Riskware.FakeApp.VS,com.android.xpros,Riskware,delete
Android.Riskware.SmsSpy.IC,com.newsty.dors,Riskware,scanDetected
Android.Riskware.SmsSpy.IC,com.newsty.dors,Riskware,scanDetected
Android.Riskware.SmsSpy.IC,com.newsty.dors,Riskware,scanDetected
Android.Riskware.SmsSpy.IC,com.newsty.dors,Riskware,scanDetected
Android.Riskware.SmsSpy.IC,com.newsty.dors,Riskware,delete
Android.Riskware.SmsSpy.IC,com.newsty.dors,Riskware,delete
Android.Riskware.SmsSpy.IC,com.newsty.dors,Riskware,delete
Android.Riskware.SmsSpy.IC,com.newsty.dors,Riskware,delete
Android.Riskware.Agent.OVB,com.luckypunch.idlecathotel,Riskware,exclude
Android.Riskware.Agent.OVB,com.luckypunch.idlecathotel,Riskware,realTimeDetected
Adware.Android.Agent,hu.fately.tipking,Adware,scanDetected
Android.Monitor.MSpy.T,com.mspy.lite,Monitor,scanDetected
Android.Monitor.MSpy.T,com.mspy.lite,Monitor,delete
Android.Riskware.Adware.E,com.dmb.media,Riskware,scanDetected
Android.Riskware.Adware.E,com.dmb.media,Riskware,delete
Android.Riskware.TestKey.rA,a.akakao.sailormoond,Riskware,scanDetected
Android.Riskware.TestKey.rA,com.spotify.music,Riskware,realTimeDetected
Android.Riskware.TestKey.rA,com.spotify.music,Riskware,realTimeDetected
Android.Monitor.MSpy.S,com.mspy.lite,Monitor,realTimeDetected
Android.Monitor.MSpy.S,com.mspy.lite,Monitor,realTimeDetected
Android.Riskware.TestKey.rA,com.dts.freefiremax,Riskware,realTimeDetected
Adware.Android.Agent,com.peace.QRcodeReader,Adware,scanDetected
Android.Riskware.TestKey.rA,org.khankids.android,Riskware,realTimeDetected
Android.Riskware.TestKey.rB,,Riskware,delete
Android.Riskware.TestKey.rB,,Riskware,delete
Android.Riskware.TestKey.rB,,Riskware,delete
Android.Riskware.TestKey.rB,cn.kgzn.jkf.screenshare.phone,Riskware,delete
Android.Riskware.TestKey.rB,cn.kgzn.jkf.screenshare.phone,Riskware,delete
Android.Riskware.TestKey.rB,cn.kgzn.jkf.screenshare.phone,Riskware,delete
Android.Riskware.TestKey.rB,cn.kgzn.jkf.screenshare.phone,Riskware,delete
Android.Riskware.TestKey.rB,cn.kgzn.jkf.screenshare.phone,Riskware,realTimeDetected
Android.Riskware.TestKey.rB,cn.kgzn.jkf.screenshare.phone,Riskware,realTimeDetected
Android.Riskware.TestKey.rB,cn.kgzn.jkf.screenshare.phone,Riskware,realTimeDetected
Adware.Android.Agent,com.peace.QRcodeReader,Adware,delete
Android.Riskware.TestKey.rA,jp.co.ponos.battlecatskr,Riskware,delete
Android.Riskware.TestKey.rA,jp.co.ponos.battlecatskr,Riskware,realTimeDetected
Adware.Android.Agent,com.sec.android.app.sbrowser.webapk.w567ceb095af276c4c86a16c28c96ae151,Adware,realTimeDetected
Android.Adware.Agent.BCT,com.william.mp3.badamp3,Adware,scanDetected
Adware.Android.Agent,com.sec.android.app.sbrowser.webapk.w72d52ac09659a72151089be0fc2ec1b11,Adware,delete
Adware.Android.Agent,com.sec.android.app.sbrowser.webapk.w602a9505dc68f2b050446c8c6f0119491,Adware,delete
Adware.Android.Agent,com.sec.android.app.sbrowser.webapk.w72d52ac09659a72151089be0fc2ec1b11,Adware,realTimeDetected
Adware.Android.Agent,com.sec.android.app.sbrowser.webapk.w602a9505dc68f2b050446c8c6f0119491,Adware,realTimeDetected
Adware.Android.Agent,com.sec.android.app.sbrowser.webapk.w602a9505dc68f2b050446c8c6f0119491,Adware,delete
Adware.Android.Agent,com.sec.android.app.sbrowser.webapk.w72d52ac09659a72151089be0fc2ec1b11,Adware,delete
Android.Riskware.TestKey.rA,com.baidu.netdisk,Riskware,scanDetected
Android.Riskware.TestKey.rA,com.baidu.netdisk,Riskware,scanDetected
Android.Riskware.TestKey.rA,com.baidu.netdisk,Riskware,scanDetected
Android.Riskware.TestKey.rA,com.baidu.netdisk,Riskware,scanDetected
Android.Riskware.TestKey.rA,com.baidu.netdisk,Riskware,scanDetected
Android.Riskware.TestKey.rA,com.baidu.netdisk,Riskware,scanDetected
Android.Riskware.TestKey.rA,com.baidu.netdisk,Riskware,scanDetected
Android.Riskware.TestKey.rA,com.baidu.netdisk,Riskware,scanDetected
Android.Riskware.Agent.KPS,com.wg.xvideos.app,Riskware,scanDetected
Android.Riskware.Agent.gXZCUR,com.brainpub.flash,Riskware,scanDetected
Android.Riskware.Agent.gXZCUR,com.brainpub.flash,Riskware,delete
Adware.Android.Agent,com.sec.android.app.sbrowser.webapk.w724815ae282666a60574046562e0a2971,Adware,realTimeDetected
Android.Trojan.Agent.AXC,dcgdfl.ddhbim.fdejfn,Trojan,scanDetected
Android.Trojan.Agent.AXC,dcgdfl.ddhbim.fdejfn,Trojan,scanDetected
Android.Trojan.Agent.AXC,dcgdfl.ddhbim.fdejfn,Trojan,scanDetected
Android.Trojan.Agent.AXC,dcgdfl.ddhbim.fdejfn,Trojan,scanDetected
Android.Trojan.Agent.AXC,dcgdfl.ddhbim.fdejfn,Trojan,scanDetected
Android.Trojan.Agent.AXC,dcgdfl.ddhbim.fdejfn,Trojan,scanDetected
Android.Trojan.Agent.AXC,dcgdfl.ddhbim.fdejfn,Trojan,scanDetected
Android.Trojan.Agent.AXC,dcgdfl.ddhbim.fdejfn,Trojan,scanDetected
